event_event/id_event,event_event/event,event_event/kategori,event_event/tanggal,event_event/jam,event_event/tempat
467, Highlights of Pediatric Emergency (HOPE) 2017 ,Seminar,07  - 08 Okt 2017,07:00 - 16:30,"Mercure Hotel Jakarta, Cikini"
466, Solo Health Festival ,Lain-lain,27  - 27 Agu 2017,07:00 - 22:00,Balaikambang Surakarta
465, National Business Case & Web Design Competition ,Lain-lain,01 Agu 2017 - 17 Sep 2017,00:00 - 00:00,Binus University Jakarta
464, Debat Hukum Mahasiswa Nasional ULF 2017 ,Lain-lain,10  - 12 Nov 2017,08:00 - 17:00,Fakultas Hukum Universitas Surabaya
463, National Law Debate Competition Ubaya Law Fair 2017 ,Lain-lain,03  - 05 Nov 2017,08:00 - 17:00,Fakultas Hukum Universitas Surabaya
462, PICMAN Band Competition ,Musik,03  - 04 Sep 2017,10:00 - 15:00,The Park Mall Solo Baru
460, SEMINAR NASIONAL ,Seminar,30  - 30 Agu 2017,07:00 - 17:00,GEDUNG GIRI PASCA UPN VETERAN JAWA TIMUR
459, ENGLISH STORYTELLING COMPETITION ,Seminar,12  - 12 Agu 2017,08:00 - 16:00,Univet/Sukoharjo
458, UKRIDA National Accounting Challenge 2017 (UNAC 2017) ,Lain-lain,06  - 08 Sep 2017,07:00 - 17:00,"Kampus I UKRIDA, Jl. Tanjung Duren Raya No. 4"
457, ICC (INNOVACTION CONCRETE COMPETITION) ,Lain-lain,01 Jul 2017 - 17 Okt 2017,08:00 - 17:00,UPN VETERAN JAWA TIMUR
456, RIDESCO (BRIDGE DESIGN COMPETITION) ,Lain-lain,01 Jul 2017 - 20 Sep 2017,08:00 - 17:00,UPN VETERAN JAWA TIMUR
455, NATURAL  SCIENCE OLYMPIAD VII ,Lain-lain,16 Sep 2017 - 14 Okt 2017,00:00 - 00:00,"Semarang, Â Purwokerto, Â Pekalongan, Â  Kudus, Â Surakarta, Â Magelang, Â dan YogyakartaÂ "
454, LOMBA ESAI NASIONAL ,Seminar,10 Jul 2017 - 09 Sep 2017,00:00 - 00:00,UNIVERSITAS NEGERI MEDAN
453, Psyculture 2017 ,Lain-lain,16  - 16 Sep 2017,08:00 - 17:30,Student Center UIN Syarif Hidayatullah Jakarta (Kampus 1) 
452, CUPID (Common Urologic Problems in Daily Primary Practice) 2017 ,Seminar,30 Sep 2017 - 01 Okt 2017,07:00 - 16:00,Auditorium RSCM Kirana lt. 6
451, Geoexpedition ,Sport,08  - 10 Sep 2017,09:00 - 17:00,Welirang Mountain
450, CROWN CUP 2017 ,Sport,12  - 26 Agu 2017,08:00 - 20:00,Lapangan Futsal dan GOR Kampus C Universitas Airlangga
449, YOT Green 2017 #SaveMuaraGembong ,Lain-lain,22  - 22 Jul 2017,10:00 - 16:00,"Pantai Bahagia, Muara Gembong"
448, UMS Solo - Job Fair 2017 ,Bursa Kerja,18  - 19 Jul 2017,09:00 - 16:00,GOR UMS Kampus 2
447, Art for Culture ,Musik,16  - 16 Sep 2017,13:00 - 23:00,Stadion 45 Karanganyar
445, The 16th Symposium in Clinical Cardiology and ECG Course (SYMCARD) ,Seminar,02  - 10 Sep 2017,08:00 - 16:00,RS PJN Harapan Kita
444, Kejuaraan karate antar Pelajar se-Jawa Bali FIK UNESA th. 2017 ,Sport,23  - 24 Sep 2017,08:00 - 21:00,GOR Bima kampus UNESA lidah wetan
441, [SPORT] PENDAFTARAN SPARE XI (SPORT &amp; ART EVENT XI) ,Sport,01 Mei 2017 - 23 Jul 2017,00:00 - 00:00,Fakultas Kesehatan Masyarakat Universitas Indonesia
440, National Business Case Competition 2017 Universitas Airlangga ,Lain-lain,20  - 22 Okt 2017,08:00 - 16:00,Universitas Airlangga
439, [ART] PENDAFTARAN SPARE XI (SPORT &amp; ART EVENT XI) ,Musik,01 Mei 2017 - 23 Jul 2017,00:00 - 00:00,Fakultas Kesehatan Masyarakat Universitas Indonesia
436, Civil Days 2017 - Seminar Nasional Teknik Sipil dan Call For Paper ,Seminar,13  - 13 Sep 2017,07:00 - 12:00,"Gedung Sasana Budaya, Universitas Negeri Malang (UM)"
435, Information Technology Creative Competition 2017 ,Lain-lain,12  - 13 Okt 2017,07:30 - 05:00,"Kampus Teknologi Informasi, Fakultas Teknik, Bukit Jimbaran "
434, Lomba Karya Tulis Ilmiah Nasional dan Seminar Nasional IDE XIV 2017 ,Lain-lain,05 Jul 2017 - 14 Okt 2017,08:00 - 17:00,Fakultas Ekonomi dan Bisnis Universitas Brawijaya
433, Seminar Nasional Pendidikan IPA Pascasarjana UM Tahun 2017 ,Seminar,30  - 30 Sep 2017,08:00 - 17:00,Gedung Pascasarjana Universitas Negeri Malang
432, Business Plan Competition SHARIA ECONOMIC EVENT SOUTH EAST ASIA 2017 ,Lain-lain,16  - 17 Nov 2017,13:00 - 20:00,Fakultas Ekonomi dan Bisnis Universitas Brawijaya
431, Call For Paper SHARIA ECONOMIC EVENT SOUTH EAST ASIA 2017 ,Lain-lain,16  - 17 Nov 2017,13:00 - 20:00,Fakultas Ekonomi dan Bisnis Universitas Brawijaya
430, Grand Launching Rumah Millennials ,Seminar,22  - 22 Jul 2017,09:30 - 17:00,Auditorium lt 3 Galeri Smartfren Sabang Jl. H. Agus Salim No.45 - Jakarta Pusat
429, Workshop Farmasi PHARMTASTIC 2017  ,Seminar,15  - 15 Jul 2017,07:00 - 17:00,Universitas Ma Chung
428, Simposium dan Workshop Alveoli ,Seminar,16  - 16 Jul 2017,07:00 - 18:00,Emerald Grand Ballroom Solo Paragon Hotel
427, Festival Teater Pelajar #5 ,Lain-lain,23  - 28 Okt 2017,00:00 - 00:00,Gd. pertunjukan Sawunggaling UNESA Surabaya
426, Olimpiade Pasar Modal 2017 (Tingkat SMA/SMK/MA Sederajat Nasional) ,Lain-lain,17  - 17 Sep 2017,06:00 - 16:30,Fakultas Ekonomi Universitas Negeri Malang
425, Java Bali IT Competition 2017(JB-ITC 2017) ,Lain-lain,19  - 20 Sep 2017,07:00 - 15:00,Universitas Negeri Malang
424, Seminar Nasional Pasar Modal  ,Seminar,22 Jul 2017 - 30 Nov -1,07:30 - 15:00,Gedung E lantai 3 Universitas Dian Nuswantoro
423, ACSENT ( Accounting Society Event ) ,Seminar,30  - 30 Sep 2017,07:00 - 15:00,Gedung Wanita Jalan Sriwijaya No.29 Kota Semarang
422, History Week  ,Lain-lain,01 Jun 2017 - 20 Agu 2017,23:59 - 23:59,Online
421," COMMUNICATION WEEK 2017 ""THE ART OF COMMUNICATION"" ",Seminar,19  - 22 Jun 2017,15:30 - 00:00,EMPORIUM PLUIT MALL (main atrium)
420, NACTEF 2017 (National Conference of Teacher Training and Education Faculty) ,Seminar,02  - 03 Sep 2017,07:00 - 14:00,Gedung Soetardjo Universitas Jember
419, HRMotion (Human Resource Management On Competition) ,Lain-lain,16  - 17 Sep 2017,06:30 - 15:30,"Aula Gedung L Fakultas Ekonomi Universitas Negeri Semarang, Semarang"
418, Competition of National Economic Research and Innovation Paper (CONCERNS) ,Lain-lain,05 Jun 2017 - 09 Jul 2017,00:00 - 00:00,Fakultas Ekonomika dan Bisnis Universitas Diponegoro
417, Seminar Keprofesian  ,Seminar,15 Jun 2017 - 15 Jul 2017,00:00 - 00:00,universitas padjadjaran
416, Seminar Pendidikan Karakter  ,Seminar,14  - 14 Jun 2017,07:00 - 12:00,AULA SMAN 1 NGANTANG
415, History Week ,Seminar,26  - 26 Agu 2017,08:00 - 12:00,Auditorium FIB UGM
413, BUMN JOB FAIR 2017 Depok  ,Bursa Kerja,11  - 12 Okt 2017,10:00 - 15:00,HOTEL BUMI WIYATA â€“ DEPOK
412, JOBFAIR BANDUNG ,Bursa Kerja,25  - 26 Jul 2017,10:00 - 15:00,"BTC Fashion Mall Lantai P1 (Balarea Convention Hall), Jl.Dr.Djunjunan No.143-149,Kota Bandung"
411, Mega Career Expo Bandung  ,Bursa Kerja,18  - 19 Jul 2017,10:00 - 18:00,"Gedung Sabuga Convention Hall, Jl Tamansari No 73, Bandung"
410, Job Fair â€‹Robinson Cibinong ,Bursa Kerja,18  - 19 Jul 2017,10:00 - 16:00,"Robinson Cibinong City Point Lantai Dasar, Jl. HR. Lukman No.17, Cirimekar, Cibinong, Bogor, Jawa Ba"
409, Career Carnival Jakarta  ,Bursa Kerja,13  - 14 Jul 2017,10:00 - 15:00,"Gedung Nyi Ageng Serang, HR Rasuna Said, Kuningan Jakarta Selatan (GOR Soemantri Brojonegoro â€“ Epi"
408, Indonesia Career Expo Bandung ,Bursa Kerja,12  - 13 Jul 2017,09:00 - 17:00,Sabuga ITB Bandung
407, Mega Career Expo Jakarta ,Bursa Kerja,12  - 13 Jul 2017,10:00 - 17:00,"Gedung Smesco Exhibition Hall, Jl. Jend. Gatot Subroto Kav 94, Jakarta Selatan"
406, Job Fair Kota Bekasi  ,Bursa Kerja,11  - 12 Jul 2017,10:00 - 15:00,"GRAND MALL BEKASI LT.03, Jl.Jend.Sudirman No.01,Kranji,Kota Bekasi"
405, SMARTEC #1 Seminar Nasional - Pengembangan Infrastruktur dalam Mewujudkan Pembangunan Kota Pintar ,Seminar,26  - 26 Jul 2017,08:00 - 04:00,Hotel Pesona Semarang
404, SHARIA FAIR ,Expo,23  - 29 Okt 2017,10:00 - 20:30,Center Point Royal Plaza
403, Seminar Nasional ,Seminar,22  - 22 Jul 2017,07:00 - 12:00,"Ex. Gedung Siola LT 4, Tunjungan Sby"
402, Focus Group Discussion dengan tema â€œ Kompetensi Mahasiswa Hukum Universitas Terbuka Dalam Era Kebangkitan Hukum dan Era Digitalisasi Hukum Indonesia â€. ,Lain-lain,25 Peb 2018 - 25 Des 2017,08:00 - 13:00," Ruang Auditorium ( Serba Guna ) FMIPA  Jalan Cabe Raya, Pondok Cabe Pamulang Tangerang "
401, English Contest UNSIKA Se-Jawa Barat ,Lain-lain,07  - 08 Agu 2017,07:00 - 04:00,Universitas Singaperbangsa Karawang
400," Seminar ""Cara Memulai Dropship Dari Nol Sampai Jutaan"" ",Seminar,17  - 17 Jun 2017,16:00 - 08:00,"Nelongso Dieng, Jalan Dieng No. 27 Malang"
399, *SEMINAR AKSARA* ,Seminar,12  - 12 Jun 2017,08:00 - 16:00,"Aula Maftuchah Yusuf, Gd. Dewi Sartika Lantai II, Kampus A Universitas Negeri Jakarta"
398, ðŸŽ¬Seminar Perfilman PendidikanðŸŽ“ ,Seminar,14  - 14 Jun 2017,08:00 - 15:00," Aula Maftuhah Yusuf, Gd. Dewi Sartika lantai 2, Universitas Negeri Jakarta"
397, Seminar Kewirausahaan 2017 ,Seminar,17  - 17 Jun 2017,08:00 - 12:00,Gor Unitri 
396, CompFest 9  ,Seminar,18 Mei 2017 - 18 Jun 2017,08:00 - 23:55,"Universitas Indonesia, Depok"
395, Talkshow &quot;Sastra dalam Layar Kaca&quot; ,Seminar,20  - 20 Mei 2017,08:00 - 13:00,Ruang Seminar Gd. 3 Lt.2 FIB UNS
394,  ðŸŽª *SEMINAR NASIONAL DAN PAMERAN*ðŸŽª ,Seminar,20  - 20 Mei 2017,08:00 - 13:00,Ruang Seminar Gd.1 lt. 3 FIB UNS
393, Talkshow  &quot;Berkomunitas Sosial Bersama Lentera&quot; ,Seminar,18  - 18 Mei 2017,14:00 - 16:00,"Ruang Seminar, Gedung 1 Lantai 2 FISIP UNS"
391, SEMINAR NASIONAL&quot;PSIKOLOGI MENJAWAB FENOMENA TERKINI DALAM DUNIA PENDIDIKAN DI INDONESIA&quot; ,Seminar,18  - 18 Mar 2017,07:00 - 12:00,Auditorium O5 Fakultas Ilmu Pendidikan UNESA
390, &quot;Green Building Seminar&quot; ,Seminar,23  - 23 Apr 2017,11:30 - 14:30,"Galaxy Exhibition Center, Galaxy Mall lt. 6"
389, Seminar Nasional Interpersonal &amp; Life Skill 2017 ,Seminar,19  - 19 Jan 2017,08:00 - 13:00,"Gedung Agrokomplek Lt.4, Aula Nusantara, Kampus UNUD Sudirman, Jl. PB Sudirman Denpasar"
388, &quot;Believe in Yourself to be A Smart and Innovate Entrepreneur&quot; ,Seminar,07  - 07 Mei 2017,08:00 - 13:00,Aula BKD Wisma Sultan Sulaiman
387, Workshop ðŸ’¦How to CREATE SYSTEM That RUNS WITHOUT You ðŸ’¦ ,Seminar,15  - 15 Jun 2017,08:30 - 17:00,"Hotel Four Points by Sheraton, Jl. Embong Malang Sby"
386," ""Modern Templating""Â  ",Seminar,17  - 17 Jun 2017,15:00 - 18:00,"Ruang Seminar FTK, lt. 3, Fakultas Teknologi Kelautan"
385," ""Beauty Inside You"" ",Lain-lain,18  - 18 Jun 2017,15:30 - 18:00,"Auditorium Prof. Harun Zain,Universitas Mercu Buana, Meruya "
384, DEFINE ( Diponegoro Finance National Competition) ,Lain-lain,13  - 16 Sep 2017,08:00 - 15:00,"Hall Ged C, Fakultas Ekonomika dan Bisnis UNDIP & BI Semarang"
383, Seminar nasional perlindungan hukum tenaga kerja indonesia dalam era masyarakat ekonomi asean (Mea) ,Seminar,24  - 24 Agu 2017,08:00 - 12:00,Universitas Terbuka Jakarta. jalan .Ahmad Yani no.43 kel. utan kayu kec.matraman rt.5 rw.4 .jaktim
382, Seminar Rukyatul Hilal ,Seminar,25  - 25 Mei 2017,08:00 - 13:00,Aula Abdjan Soelaeman UIN SGD Bandung
381, â€œ4th Congress of Indonesian Diaspora (CID 4)â€ ,Seminar,01  - 01 Jul 2017,07:00 - 20:30,"Kota Kasablanka Mall, Jakarta Selatan, Indonesia"
380, CALLING ALL ENGINEERING AND SCIENTIST STUDENTS ALL OVER ASEAN!! ,Lain-lain,06  - 10 Sep 2017,00:00 - 00:00,Institut Teknologi Sepuluh Nopember
379,"  ""Forget The Hoop! Embroider Canvas Shoes""  ",Expo,17  - 17 Jun 2017,16:00 - 18:00,Di Lettuce Cafe  (Erlangga Raya/ 28 Semarang)
378,  BAKTI SOSIAL ,Lain-lain,16  - 18 Jun 2017,16:00 - 18:00,KURANJI PADANG
377, BUKA BERSAMA 99 ANAK YATIM DOLLY ,Lain-lain,22  - 22 Jun 2017,00:00 - 00:00,surabaya
376, ðŸ’»SEMINAR INTERNET SEHATðŸ’» ,Seminar,20  - 20 Jun 2017,14:00 - 17:00,Aula Kampus BSI KaliabangÂ  Jl raya Kaliabang No 8 Perwira Bekasi Utara
375, SANSKERTA 2017 DÃ©jÃ  vu ,Expo,17  - 17 Jun 2017,14:30 - 21:30,"Graha Bhakti Budaya, Taman Ismail Marzuki."
374, Singing Competition ,Musik,01 Jun 2017 - 10 Jul 2017,08:00 - 20:00,"Grandioso, Musik Malang. The Ultimate Art Education, jl Raya Dieng No. 1C, Malang"
373, Seminar Jurnalistik ,Seminar,20  - 20 Mei 2017,08:00 - 13:00,Aula Rektorat Lantai 4 Unmul
372, &quot;INTERNATIONAL SEMINAR&quot; ,Seminar,15  - 15 Mei 2017,08:00 - 13:00,Sportorium UMY
371, -Seminar Nasional Pasar Modal- ðŸ“ˆ&quot;The Power of Capital Market&quot; ðŸ“ˆ ,Seminar,13  - 13 Mei 2017,08:00 - 13:00, Ruang Seminar Lt. 3 STIE YKPN Yogyakarta
370, &quot;The Influence of World Political Revolution Towards Asia Economy&quot; ,Seminar,20  - 20 Mei 2017,08:00 - 12:00,"Seminar Room, 3rd floor STIE YKPN YOGYAKARTA"
369, Seminar Nasional  ,Seminar,20  - 20 Mei 2017,07:00 - 12:00,Gedung UNNES SEKARAN
368, Seminar Nasional Kesehatan  ,Seminar,14  - 14 Mei 2017,07:00 - 12:00,Auditorium Graha Bina Husada Poltekkes Kemenkes Yogyakarta
367, PK FEST 2017 â€œINDONESIA DIGITAL STARTUP FOR A BETTER FUTUREâ€ ,Seminar,15  - 16 Jul 2017,08:00 - 15:00,"Jl. Patriot 25 Pekalongan 51116, Kampus STMIK Widya Pratama Pekalongan"
366, â— ACCOUNTING FAIR 2k17 â— ,Seminar,18 Apr 2017 - 16 Mei 2017,13:00 - 17:00,"ðŸ“ Gazebo depan FEB 2, UPN ""Veteran"" Jawa Timur"
365, *Seminar Nasional & Call For Paper* ,Seminar,01 Mei 2017 - 31 Jul 2017,00:00 - 00:00,Universitas Jember
364, BAKTI SOSIAL ,Lain-lain,16  - 16 Jun 2017,14:00 - 19:00,LKSA Yatim Putra Muhammadiyah
363," ""SEMINAR BEASISWA STUDI LUAR NEGERI"" ",Seminar,09  - 09 Sep 2017,08:30 - 12:30,Universitas Negeri Medan
362, Indahnya TAMASYA RAMADHAN (TAMARA) ,Lain-lain,17  - 17 Jun 2017,05:30 - 22:30,"Desa Cihawuk, RW 01, Kec. Kertasari, Kab. Bandung"
361," Workshop ""Strategic Human Resource Management for Empowering People ",Seminar,17  - 17 Jun 2017,08:00 - 16:30,"Fakultas Psikologi Universitas Airlangga, Jalan Airlangga 4-6, Surabaya"
360, PASAR RAMADHAN KOJO ,Lain-lain,15  - 15 Jun 2017,03:00 - 21:00,UNIV. DR. SOETOMO SURABAYA (UNITOMO)
359, peringatan nuzulul quran ,Seminar,12  - 12 Jun 2017,15:00 - 18:00,gor unitri
358, ogeSkatoK ngalaM ,Lain-lain,05  - 17 Jun 2017,15:00 - 18:00,Jl. Cengger Ayam no.34 Malang
357," ""Grebeg Rockmadhan Mini Tour 2017""Â  ",Pensi,09  - 18 Jun 2017,15:00 - 09:00,malang
356, PUNCAK PELITA RAMADHAN KAMPUS 1438 H ,Lain-lain,10  - 10 Jun 2017,12:30 - 18:00,"Auditorium Juwono Sudarsono, Gedung F Fakultas Ilmu Sosial dan Ilmu Politik UI"
355, Pekan Ilmiah Nasional ,Lain-lain,23  - 24 Sep 2017,08:00 - 17:00,"Universitas Lampung, Bandar Lampung"
354, HIMAFI CUP 2017 ,Sport,29 Jul 2017 - 06 Agu 2017,08:00 - 16:00,"GOR UNAIR, Kampus C, Mulyorejo, Surabaya"
353, Lomba Artikel 2017 ,Lain-lain,12 Jun 2017 - 31 Des 2017,00:00 - 00:00,eventkampus.com
352, GEBYAR RAMADHAN CERIA ,Lain-lain,18  - 18 Jun 2017,08:30 - 15:00,"Aula E3 lantai 2, Fakultas Ekonomi, Universitas Negeri Malang"
351, MBC XII (METALA BOULDER COMPETITION) ,Sport,19  - 21 Agu 2017,07:00 - 23:00,GOR KAMPUS 2 UMS
348, MALANG RAMADHAN FESTIVAL ,Expo,10  - 10 Jun 2017,16:00 - 19:00,malang
347," BUSINESS ONLINE EXPLPRATION ""GO TO THE BOX"" ",Seminar,10  - 10 Jun 2017,09:30 - 20:00," Bima Ballroom Lt. 2 Arcadia Hotel Surabaya, Jl. Rajawali 9 - 11, Surabaya"
346, ðŸŒŸEQUILIBRIUM SCIENCE FAIR 2017ðŸŒŸ ,Lain-lain,04 Jun 2017 - 08 Jul 2017,00:00 - 00:00,Universitas Udayana
345, FESTIVAL ANAK SHOLEH ,Pensi,11  - 11 Jun 2017,08:00 - 00:00,"Jl. Tamansiswa, No. 158 Yogyakarta"
343, Kajian Islam dan Buka Bersama ,Lain-lain,08  - 08 Jun 2017,15:00 - 18:00,Gedung G lt 6 UMSurabaya
342," Sukses Dapat Kerja, Workshop &amp;amp;amp;amp; Therapy ",Seminar,29  - 29 Jul 2017,08:30 - 16:00,News Hotel (Belakang Giant Waru Sidoarjo)
341," MICE BOX ""Menyelaraskan Bisnis Online dengan Bisnis Konvensional"" ",Seminar,10  - 10 Jun 2017,08:00 - 20:00,Hotel Arcadia Surabaya
339, Bincang bincang kreatif #4 ,Seminar,10  - 10 Jun 2017,12:30 - 17:00,Universitas mercubuana
337, TAX SEMINAR AND TRAINING ,Seminar,05  - 07 Jun 2017,09:00 - 18:00,Grand Mercure Jakarta Harmoni
336, *Sanlat Unsika* ,Lain-lain,10  - 12 Jun 2017,15:30 - 18:00,"Masjid Al Khoir, Unsika"
334, Pesantren Ramadhan ,Pensi,10  - 10 Jun 2017,13:00 - 20:00, Panti Asuhan Hajjah Khodijah
333, Bekasi Festival Ramadhan ,Lain-lain,18  - 18 Jun 2017,10:00 - 18:00,Revotown mall bekasi
332,"  * TALKSHOW ENTREPRENEUR * ~ Muda, mandiri, kreatif dalam menciptakan ide bisnis ~ ",Seminar,03  - 03 Jun 2017,07:30 - 12:00, Hall Oesman Mansur Gedung C Unisma
331, Konferensi IMABI WILAYAH IV ,Lain-lain,03 Jun 2017 - 04 Mei 2017,00:00 - 00:00, Universitas Islam MalangÂ 
330, Bukber 4.0 ,Lain-lain,04  - 04 Jun 2017,00:00 - 00:00,Islamic University of Malang 
329, Student Changemaker Summit 2017 ,Lain-lain,17  - 21 Mei 2017,00:00 - 00:00,universitas airlangga
328, SBSQUAD COVER DANCE CONCERT 2017 ,Pensi,21  - 21 Mei 2017,10:00 - 17:00,"UMM Dome, Malang"
327,  BRITISH PARLIAMENTARY ENGLISH DEBATE COMPETITION! ,Lain-lain,26 Apr 2017 - 10 Mei 2017,00:00 - 00:00," AULA BAU, MUHAMMADIYAH UNIVERSITY OF MALANG"
326, YOUTH ENTREPRENEURSHIP SYMPOSIUM  ,Lain-lain,28 Apr 2017 - 15 Mei 2017,00:00 - 00:00,"NUS Business School, Singapore"
325," RENOVIESTA 2017  ""Dialog Rasa dalam Bingkai Cinta""  ",Pensi,23  - 23 Mei 2017,18:00 - 22:00,Gedung Kesenian Cak Durasim (Taman Budaya Surabaya)
324," ""Festival Tradisional Awal Ramadhan"" ",Expo,01  - 03 Jun 2017,00:00 - 00:00, Universitas Ahmad Dahlan Yogyakarta
323,  Design Competition  ,Lain-lain,15  - 29 Mei 2017,00:00 - 00:00,Akprind Yogyakarta
322, 'HILARITY OF VAGUENESS' ,Pensi,31 Mei 2017 - 04 Jun 2017,16:00 - 22:00,Galeri dan Pelataran kampus Pascasarjana ISI Yogyakarta
321, LOMBA KARYA TULIS ILMIAH NASIONAL ,Lain-lain,02 Mei 2017 - 10 Jun 2017,00:00 - 00:00,UNIVERSITAS UDAYANA
320, SEMINAR NASIONAL â€œPeluang dan Tantangan Kerja sarjana Teknik di Era MEAâ€ ,Seminar,19  - 19 Mar 2017,09:00 - 15:00,UNIVERSITAS PASUNDAN BANDUNG
319, SEMINAR NASIONAL ,Seminar,03  - 03 Jun 2017,07:00 - 12:00,Auditorium Sekolah Tinggi Multi Media Yogyakarta (Jl. Magelang Km 6) 
318," TIN REPUBLIC THE MUSICAL! ""The truth will set you free, but first it will piss you off""  ",Pensi,24  - 26 Peb 2017,18:30 - 22:00,GRAHA BAKTI BUDAYA
317, Seminar Nasional Teknik Informatika 2017 ,Seminar,18 Mar 2017 - 18 Mei 2017,07:00 - 13:00,Aula Gedung E Lt. 3 Universitas Dian Nuswantoro
316, ðŸ“LOMBA ESAI NASIONAL FSLN 2017ðŸ“ ,Lain-lain,15 Mar 2017 - 15 Apr 2017,00:00 - 00:00,UNIVERSITAS NEGERI JAKARTA
315, MATI SURI 2017 ,Lain-lain,01 Apr 2017 - 01 Mei 2017,17:31 - 21:00,UNIVERSITAS BRAWIJAYA
314, ðŸ’¥SEMINAR NASIONALðŸ’¥ ,Seminar,23  - 23 Apr 2017,07:30 - 11:00, Gedung Utama Lt.4 Universitas Darussalam Gontor .
313, NESCO 2017 : NATIONAL SEMINAR ,Seminar,13  - 13 Mei 2017,07:00 - 12:00,KPFT R2.1 Universitas Gadjah Mada
312, Lomba Karya Tulis Ilmiah INSTHINKðŸ’¡ ,Lain-lain,28 Apr 2017 - 05 Mei 2017,00:00 - 00:00,UBAYA
311, PANGGUNG KEMEPYAR ,Musik,06  - 06 Mei 2017,16:00 - 22:00,WISDOM PARHK UGM
310,  Coffeepreneur People! We as a Coffeepreneur team  ,Seminar,09  - 11 Jun 2017,08:00 - 22:00,"TGC Coffee Shop, Loop"
309, A pre-competition  concert ,Lain-lain,03  - 03 Jun 2017,18:30 - 22:00,ITS
308, HIPNOTIS KILAT Workshop ,Seminar,15  - 16 Jul 2017,08:30 - 17:30,News Hotel Surabaya
307, Coaching A Great Team ,Seminar,08  - 09 Jul 2017,08:30 - 17:00,Grand Sae Boutique Hotel
306, Workshop NLP Basic Practitioner (International Certification Programe) ,Seminar,01  - 04 Jun 2017,08:30 - 18:00,Merapi Merbabu Hotel
305, Jabar Book Fair ,Expo,28 Jul 2017 - 03 Agu 2017,09:00 - 16:00,Land Mark Convention Hall Jl. Braga No. 129 Bandung
304, Uang Kuno dan Kini ,Seminar,02  - 03 Jun 2017,00:00 - 00:00,"Universitas Mercu Buana, Jakarta"
303, Diponegoro Business Case Competition 2017 ,Lain-lain,01 Mei 2017 - 10 Sep 2017,00:00 - 00:00,Fakultas Ekonomika dan Bisnis Universitas Diponegoro
302," Ramadhan Berbagi, Senat Mahasiswa Bsi Salemba 168 ",Lain-lain,03  - 04 Jun 2017,00:00 - 00:00,Jl. Salemba Tengah No. 45 (Kampus BSI salemba 45)
300," ðŸ”Š""ECONOMICS FAIR 2017""ðŸ”Š ",Musik,22  - 22 Mei 2017,09:00 - 00:00,Aula lt. 4 Fakultas Ekonomi & Bisnis Universitas Pancasila
299, Diploma Techno Dayas Himavo Micr o IT Diploma IPB ,Expo,23  - 23 Mei 2017,07:00 - 15:00,Parkiran CB Kampus Diploma IPB
298, MODISCO 15 GALAXY ,Musik,24  - 24 Mei 2017,16:00 - 00:00,UNIVERSITAS MUHAMADYAH MALANG
297, Goresan Pena Sosial ,Lain-lain,19 Mei 2017 - 10 Jun 2017,07:00 - 17:00,"Jalan Veteran, Kota Malang, Jawa Timur 65145, Indonesia"
296, INDIE GIGS ,Expo,20  - 20 Mei 2017,16:00 - 00:00,GembiraÂ Cafe
295, Perbanas Job Fair ,Bursa Kerja,23  - 24 Mei 2017,09:00 - 15:00,"Auditorium Kampus 1, STIE Perbanas Surabaya"
294, SEMINAR NASIONAL PEMBANGUNAN 2017 ,Seminar,20  - 20 Mei 2017,08:00 - 16:00,Aula Utama Universitas Islam Bandung
293, SEMINAR NASIONAL ,Seminar,13  - 13 Mei 2017,10:00 - 00:00, POLITEKNIK NEGERI BALI
292, SLASHROOT CTF 2.0 ,Lain-lain,20  - 21 Mei 2017,08:00 - 00:00, KSL STIKOM Bali
291, SEMINAR KEWIRAUSAHAAN ,Seminar,20  - 20 Mei 2017,08:00 - 00:00,"Politeknik Negeri APP Jakarta (Jl. Timbul No.34 Cipedak, Jagakarsa, Jakarta Selatan)"
290, MENYONGSONG KEBANGKITAN NASIONAL ,Lain-lain,22  - 22 Mei 2017,08:00 - 00:00,uns
289, [ Sharia Paper Competition ] ,Seminar,01 Apr 2017 - 02 Sep 2017,00:00 - 00:00,Studi Ekonomi Islam FEB Universitas Diponegoro
288, Konferensi dan Live in Nasional FGMMI. ,Lain-lain,19  - 21 Mei 2017,00:00 - 00:00,SEMARANG-KUDUS
287, KI - TALK 2017 ,Seminar,21  - 21 Mei 2017,00:00 - 00:00,ngalup.co
286, TEMAN BICARA ,Lain-lain,25  - 25 Mei 2017,10:00 - 13:00,Â Ngalup Co-working SpaceÂ 
285, Agricultural Engineering Event 2017 ,Lain-lain,20  - 20 Mei 2017,00:00 - 00:00,FTP UB
284, SEMINAR SEKOLAH JURNALISTIK 2017 ,Seminar,20  - 20 Mei 2017,00:00 - 00:00,Aula Gedung B Fakultas Ilmu Budaya Universitas Brawijaya
283,  NAVIGASI KOMUNIKASI ,Lain-lain,20  - 24 Mei 2017,00:00 - 00:00,universitas thribuana tungga dewi
282, Acoustic Competition by AKSO FEST 2k17 ,Musik,23  - 23 Mei 2017,10:00 - 17:00,Belakang Perpustakaan Kampus B Universitas Airlangga
281, vignecvara ,Lain-lain,19  - 21 Mei 2017,08:00 - 14:00,Kampus STIE Malang
280," ""Ketawa Ketiwi Charity"" ",Lain-lain,20  - 20 Mei 2017,18:00 - 22:00,Lt. 1 Gedung B FISIP Universitas Brawijaya
